# Ground Truth Dataset for Entity Extraction Evaluation
# Generated from Medicine_Names_Packges.csv
# Instructions: This is auto-generated ground truth for evaluation
# Columns: audio_file, order_index, medicine_name, quantity, dosage, form, manufacturer
audio_file,order_index,medicine_name,quantity,dosage,form,manufacturer
R_015.m4a,315,DIVON-INJ,100 strips,-,tablet,Micro Labs Limited
R_016.m4a,316,DIVON-MR TAB,5 bottles,-,tablet,Micro Labs Limited
R_017.m4a,317,DIVON-PLUS,5 boxes,-,tablet,Micro Labs Limited
R_018.m4a,318,DIVON-RB,10 packs,-,tablet,Micro Labs Limited
R_019.m4a,319,DIVON-S TAB,5 boxes,-,tablet,Micro Labs Limited
R_020.m4a,320,DIVON-SR,20 vials,-,tablet,Micro Labs Limited
R_001.m4a,321,D-LORINOL,20 bottles,-,tablet,Micro Labs Limited
R_002.m4a,322,DO,20 vials,-,tablet,Micro Labs Limited
R_003.m4a,323,DOLO DROPS,20 strips,-,syrup,Micro Labs Limited
R_004.m4a,324,DOLO I.V.,20 strips,-,tablet,Micro Labs Limited
R_005.m4a,325,DOLO INJ,20 vials,-,injection,Micro Labs Limited
R_006.m4a,326,DOLO SYP,10 vials,-,syrup,Micro Labs Limited
R_007.m4a,327,DOLO-1000MG,20 strips,1000mg,tablet,Micro Labs Limited
R_008.m4a,328,DOLO-120 SYP,10 bottles,-,syrup,Micro Labs Limited
R_009.m4a,329,DOLO-250 SYP,10 bottles,-,syrup,Micro Labs Limited
R_010.m4a,330,DOLO-500,10 strips,-,tablet,Micro Labs Limited
R_011.m4a,331,DOLO-650,10 packs,-,tablet,Micro Labs Limited
R_012.m4a,332,DOLOBAK TAB,20 vials,-,tablet,Micro Labs Limited
R_013.m4a,333,DOLOCET,100 strips,-,tablet,Micro Labs Limited
R_014.m4a,334,DOLO-COLD SYP,10 packs,-,syrup,Micro Labs Limited
R_015.m4a,335,DOLO-COLD TAB,10 packs,-,tablet,Micro Labs Limited
R_016.m4a,336,DOLOKOFF 100ML SYP,50 strips,100ml,syrup,Micro Labs Limited
R_017.m4a,337,DOLOKOFF SYP,10 packs,-,syrup,Micro Labs Limited
R_018.m4a,338,DOLOKOFF-DX,20 strips,-,syrup,Micro Labs Limited
R_019.m4a,339,DOLO-MF JUNIOR SYP,20 vials,-,tablet,Micro Labs Limited
R_020.m4a,340,DOLO-MF SYP,5 bottles,-,syrup,Micro Labs Limited
R_001.m4a,341,DOLO-MF TAB,20 packs,-,tablet,Micro Labs Limited
R_002.m4a,342,DOLOPAR DROPS,100 strips,-,syrup,Micro Labs Limited
R_003.m4a,343,DOLOPAR GEL,100 strips,-,tablet,Micro Labs Limited
R_004.m4a,344,DOLOPAR TAB,5 boxes,-,tablet,Micro Labs Limited
R_005.m4a,345,DOLOPAR-120 SYP,20 bottles,-,syrup,Micro Labs Limited
R_006.m4a,346,DOLOPAR-125MG SYP,50 strips,125mg,syrup,Micro Labs Limited
R_007.m4a,347,DOLOPAR-250 SYP 100ML,50 packs,100ml,syrup,Micro Labs Limited
R_008.m4a,348,DOLOPAR-250MG SYP,50 packs,250mg,syrup,Micro Labs Limited
R_009.m4a,349,DOLOPAR-650,10 packs,-,tablet,Micro Labs Limited
R_010.m4a,350,DOLOPAR-M SYP,10 boxes,-,syrup,Micro Labs Limited
R_011.m4a,351,DOLOPAR-MDS,10 boxes,-,syrup,Micro Labs Limited
R_012.m4a,352,DOLO-T,100 strips,-,tablet,Micro Labs Limited
R_013.m4a,353,DOLO-TH-4MG,20 packs,4mg,tablet,Micro Labs Limited
R_014.m4a,354,DOLOTUSS SYP 100ML,20 bottles,100ml,syrup,Micro Labs Limited
R_015.m4a,355,DOLOTUSS-SF SYP,50 packs,-,syrup,Micro Labs Limited
R_016.m4a,356,DOLOWIN,50 packs,-,tablet,Micro Labs Limited
R_017.m4a,357,DOLOWIN FORTE,20 vials,-,tablet,Micro Labs Limited
R_018.m4a,358,DOLOWIN GEL,20 strips,-,tablet,Micro Labs Limited
R_019.m4a,359,DOLOWIN PLUS,5 bottles,-,tablet,Micro Labs Limited
R_020.m4a,360,DOLOWIN-MR,100 strips,-,tablet,Micro Labs Limited
R_001.m4a,361,DOLOWIN-SP TAB,10 vials,-,tablet,Micro Labs Limited
R_002.m4a,362,DOLOWIN-SPAS,20 vials,-,tablet,Micro Labs Limited
R_003.m4a,363,DOLOWIN-SR,20 packs,-,tablet,Micro Labs Limited
R_004.m4a,364,DOLOWIN-TC-4MG,20 packs,4mg,tablet,Micro Labs Limited
R_005.m4a,365,DOLOWIN-TC-8MG,10 bottles,8mg,tablet,Micro Labs Limited
R_006.m4a,366,DOLOZOX (MICRO),5 boxes,-,tablet,Micro Labs Limited
R_007.m4a,367,DOLPIRITIN TAB,10 strips,-,tablet,Micro Labs Limited
R_008.m4a,368,DORMIN-10,10 strips,-,tablet,Micro Labs Limited
R_009.m4a,369,DOTHIP-25MG,10 strips,25mg,tablet,Micro Labs Limited
R_010.m4a,370,DOTHIP-50,50 strips,-,tablet,Micro Labs Limited
R_011.m4a,371,DOTHIP-75MG,50 packs,75mg,tablet,Micro Labs Limited
R_012.m4a,372,EBAST,20 packs,-,tablet,Micro Labs Limited
R_013.m4a,373,EBAST SUSP,10 boxes,-,syrup,Micro Labs Limited
R_014.m4a,374,EBAST-10-ODT,10 packs,-,tablet,Micro Labs Limited
R_015.m4a,375,EBAST-20,20 vials,-,tablet,Micro Labs Limited
R_016.m4a,376,EBAST-DC,100 strips,-,tablet,Micro Labs Limited
R_017.m4a,377,EBAST-DT,20 packs,-,tablet,Micro Labs Limited
R_018.m4a,378,EBAST-M,20 vials,-,tablet,Micro Labs Limited
R_019.m4a,379,EBAST-M-KID,50 strips,-,tablet,Micro Labs Limited
R_020.m4a,380,EBAST-O-DT,10 boxes,-,tablet,Micro Labs Limited
R_001.m4a,381,EDAVIT 1.5MG INJ,20 vials,5mg,injection,Micro Labs Limited
R_002.m4a,382,ELDOPER CAP,10 vials,-,tablet,Micro Labs Limited
R_003.m4a,383,EMPAPRO-10 TAB,10 strips,-,tablet,Micro Labs Limited
R_004.m4a,384,EMPAPRO-25 TAB,5 boxes,-,tablet,Micro Labs Limited
R_005.m4a,385,EMPAPRO-L 10/5 TAB,20 packs,-,tablet,Micro Labs Limited
R_006.m4a,386,EMPAPRO-L 25/5 TAB,50 packs,-,tablet,Micro Labs Limited
R_007.m4a,387,EMPAPRO-M 12.5/1000 TAB,50 packs,-,tablet,Micro Labs Limited
R_008.m4a,388,EMPAPRO-M 12.5/500 TAB,20 vials,-,tablet,Micro Labs Limited
R_009.m4a,389,EMPAPRO-M-25/1000 ER,5 boxes,-,tablet,Micro Labs Limited
R_010.m4a,390,ENCRIPT-2.5 MG,5 bottles,5mg,tablet,Micro Labs Limited
R_011.m4a,391,EOX-CV-457,20 bottles,-,syrup,Micro Labs Limited
R_012.m4a,392,EPAREL-50MG,20 packs,50mg,tablet,Micro Labs Limited
R_013.m4a,393,EPITANE E/DROPS,5 boxes,-,syrup,Micro Labs Limited
R_014.m4a,394,EPITOP-25MG,10 vials,25mg,tablet,Micro Labs Limited
R_015.m4a,395,EPITOP-50MG,50 strips,50mg,tablet,Micro Labs Limited
R_016.m4a,396,EPOSIS-10000,10 vials,-,tablet,Micro Labs Limited
R_017.m4a,397,EPOSIS-2000,10 vials,-,tablet,Micro Labs Limited
R_018.m4a,398,EPOSIS-4000,20 strips,-,tablet,Micro Labs Limited
R_019.m4a,399,EROFICA-120,10 bottles,-,tablet,Micro Labs Limited
R_020.m4a,400,EROFICA-60,10 packs,-,tablet,Micro Labs Limited
R_001.m4a,401,EROFICA-90MG,5 bottles,90mg,tablet,Micro Labs Limited
R_002.m4a,402,EROPHYLLINE CAP,20 vials,-,tablet,Micro Labs Limited
R_003.m4a,403,EROPHYLLINE SYP,20 vials,-,syrup,Micro Labs Limited
R_004.m4a,404,EROPHYLLINE-AC,5 bottles,-,tablet,Micro Labs Limited
R_005.m4a,405,EROSTIMIN SYP,50 strips,-,syrup,Micro Labs Limited
R_006.m4a,406,EROSTIN,20 packs,-,tablet,Micro Labs Limited
R_007.m4a,407,EROSTIN-10MG TAB,20 packs,10mg,tablet,Micro Labs Limited
R_008.m4a,408,EROSTIN-20MG TAB,10 vials,20mg,tablet,Micro Labs Limited
R_009.m4a,409,EROSTIN-DC,50 packs,-,tablet,Micro Labs Limited
R_010.m4a,410,EROX-250,50 strips,-,tablet,Micro Labs Limited
R_011.m4a,411,EROX-500MG,5 boxes,500mg,tablet,Micro Labs Limited
R_012.m4a,412,EROX-CV SYP,5 bottles,-,syrup,Micro Labs Limited
R_013.m4a,413,EROX-CV-228.5MG TAB,5 bottles,5mg,tablet,Micro Labs Limited
R_014.m4a,414,EROX-CV-375MG,10 bottles,375mg,tablet,Micro Labs Limited
R_015.m4a,415,EROX-CV-457 DRY SYP,10 packs,-,syrup,Micro Labs Limited
R_016.m4a,416,EROX-CV-625MG,5 boxes,625mg,tablet,Micro Labs Limited
R_017.m4a,417,ESOFAG,10 strips,-,tablet,Micro Labs Limited
R_018.m4a,418,ESOFAG-D,5 boxes,-,tablet,Micro Labs Limited
R_019.m4a,419,ESOFAG-L,50 packs,-,tablet,Micro Labs Limited
R_020.m4a,420,ETIZEP-.25MG,10 strips,25mg,tablet,Micro Labs Limited
R_001.m4a,421,ETIZEP-.5MG,10 boxes,5mg,tablet,Micro Labs Limited
R_002.m4a,422,ETORICA-120MG,20 strips,120mg,tablet,Micro Labs Limited
R_003.m4a,423,ETORICA-60MG,5 bottles,60mg,tablet,Micro Labs Limited
R_004.m4a,424,ETORICA-90MG.,10 packs,90mg,tablet,Micro Labs Limited
R_005.m4a,425,ETORICA-MR,10 vials,-,tablet,Micro Labs Limited
R_006.m4a,426,ETORICA-P,10 boxes,-,tablet,Micro Labs Limited
R_007.m4a,427,EXNA-K,20 packs,-,tablet,Micro Labs Limited
R_008.m4a,428,EXTRAGAT EYE DROPS,20 strips,-,syrup,Micro Labs Limited
R_009.m4a,429,EXTRALUBE E/DROPS,5 boxes,-,syrup,Micro Labs Limited
R_010.m4a,430,EZEVAS-10,10 vials,-,tablet,Micro Labs Limited
R_011.m4a,431,FARONAC DRY SYP 30ML,20 bottles,30ml,tablet,Micro Labs Limited
R_012.m4a,432,FARONAC TAB,5 bottles,-,tablet,Micro Labs Limited
R_013.m4a,433,FARONAC-ER-300MG,10 bottles,300mg,tablet,Micro Labs Limited
R_014.m4a,434,FBN E/DROP,100 strips,-,syrup,Micro Labs Limited
R_015.m4a,435,FENOVAS TAB,5 bottles,-,tablet,Micro Labs Limited
R_016.m4a,436,FERISOME,10 packs,-,tablet,Micro Labs Limited
R_017.m4a,437,FEROX CAP,50 strips,-,tablet,Micro Labs Limited
R_018.m4a,438,FEROX SYP,50 packs,-,syrup,Micro Labs Limited
R_019.m4a,439,FEROX-XT CAP,20 packs,-,tablet,Micro Labs Limited
R_020.m4a,440,FEROX-XT DROPS,50 strips,-,syrup,Micro Labs Limited
R_001.m4a,441,FEROX-XT SYP,50 packs,-,syrup,Micro Labs Limited
R_002.m4a,442,FERTIPLUS,10 bottles,-,tablet,Micro Labs Limited
R_003.m4a,443,FERTIPLUS-M,10 strips,-,tablet,Micro Labs Limited
R_004.m4a,444,FEXOFAST-120,20 strips,-,tablet,Micro Labs Limited
R_005.m4a,445,FEXOFAST-180,10 strips,-,tablet,Micro Labs Limited
R_006.m4a,446,FIBRAL,5 boxes,-,tablet,Micro Labs Limited
R_007.m4a,447,FIBROVAS,20 strips,-,tablet,Micro Labs Limited
R_008.m4a,448,FIBROVAS-EZ,20 vials,-,tablet,Micro Labs Limited
R_009.m4a,449,FINCOVER TAB,50 packs,-,tablet,Micro Labs Limited
R_010.m4a,450,FINTRIX OINTMENT,50 strips,-,tablet,Micro Labs Limited
R_011.m4a,451,FINTRIX TAB,20 strips,-,tablet,Micro Labs Limited
R_012.m4a,452,FINTRIX-500,20 bottles,-,tablet,Micro Labs Limited
R_013.m4a,453,FLUDAWN,20 packs,-,tablet,Micro Labs Limited
R_014.m4a,454,FLUMAC E/DROPS,5 boxes,-,syrup,Micro Labs Limited
R_015.m4a,455,FLUMACE,50 strips,-,syrup,Micro Labs Limited
R_016.m4a,456,FLURAZ CAP,10 packs,-,tablet,Micro Labs Limited
R_017.m4a,457,FLURISONE E/DROPS,10 vials,-,syrup,Micro Labs Limited
R_018.m4a,458,FLURISONE E/OINT,50 packs,-,tablet,Micro Labs Limited
R_019.m4a,459,FLURISONE-T E/DROPS,20 packs,-,syrup,Micro Labs Limited
R_020.m4a,460,FOLFIT TAB,5 boxes,-,tablet,Micro Labs Limited
R_001.m4a,461,FORSEMER-400MG,10 bottles,400mg,tablet,Micro Labs Limited
R_002.m4a,462,FORSEMER-800MG,20 bottles,800mg,tablet,Micro Labs Limited
R_003.m4a,463,FULGEST-100,10 vials,-,tablet,Micro Labs Limited
R_004.m4a,464,FULGEST-200MG,20 vials,200mg,tablet,Micro Labs Limited
R_005.m4a,465,FULGEST-SR-200MG,10 bottles,200mg,tablet,Micro Labs Limited
R_006.m4a,466,FULGEST-SR-300MG,20 strips,300mg,tablet,Micro Labs Limited
R_007.m4a,467,FULTERM,10 bottles,-,tablet,Micro Labs Limited
R_008.m4a,468,FUNGI TOP GEL,20 packs,-,tablet,Micro Labs Limited
R_009.m4a,469,FUNGICON-150MG,10 packs,150mg,tablet,Micro Labs Limited
R_010.m4a,470,FUNGINA-150 CAP,10 vials,-,tablet,Micro Labs Limited
R_011.m4a,471,FUNGITOP-F,10 packs,-,tablet,Micro Labs Limited
R_012.m4a,472,GABALEPT-300MG,10 strips,300mg,tablet,Micro Labs Limited
R_013.m4a,473,GABALEPT-NT-100MG,20 packs,100mg,tablet,Micro Labs Limited
R_014.m4a,474,GABALEPT-NT-400MG,50 strips,400mg,tablet,Micro Labs Limited
R_015.m4a,475,GANSECURE EYE GEL,10 vials,-,tablet,Micro Labs Limited
R_016.m4a,476,GASTRIDE CAP,20 bottles,-,tablet,Micro Labs Limited
R_017.m4a,477,GATIGRAM-400,10 boxes,-,tablet,Micro Labs Limited
R_018.m4a,478,GATIGRAM-OZ,20 packs,-,tablet,Micro Labs Limited
R_019.m4a,479,GCS TAB,20 strips,-,tablet,Micro Labs Limited
R_020.m4a,480,GEMITAB,20 strips,-,tablet,Micro Labs Limited
R_001.m4a,481,GENSECURE OINT,5 bottles,-,tablet,Micro Labs Limited
R_002.m4a,482,GINKOBA,20 vials,-,tablet,Micro Labs Limited
R_003.m4a,483,GINKOBA-M CAP,5 bottles,-,tablet,Micro Labs Limited
R_004.m4a,484,GLUTOWIN FORTE,50 strips,-,tablet,Micro Labs Limited
R_005.m4a,485,GLYCO-12,20 packs,-,tablet,Micro Labs Limited
R_006.m4a,486,GLYCO-6 CREAM,20 vials,-,tablet,Micro Labs Limited
R_007.m4a,487,GLYCO-A CREAM,20 strips,-,tablet,Micro Labs Limited
R_008.m4a,488,GOLDPRIM CAP,10 strips,-,tablet,Micro Labs Limited
R_009.m4a,489,GRAMOCEF-250MG INJ,5 bottles,250mg,tablet,Micro Labs Limited
R_010.m4a,490,GRAMOCEF-2GM INJ,100 strips,2gm,tablet,Micro Labs Limited
R_011.m4a,491,GRAMOCEF-50 SYP,10 boxes,-,syrup,Micro Labs Limited
R_012.m4a,492,GRAMOCEF-500INJ,10 boxes,-,tablet,Micro Labs Limited
R_013.m4a,493,GRAMOCEF-CV,100 strips,-,tablet,Micro Labs Limited
R_014.m4a,494,GRAMOCEF-CV DRY SYP,10 bottles,-,syrup,Micro Labs Limited
R_015.m4a,495,GRAMOCEF-CV-100,10 bottles,-,tablet,Micro Labs Limited
R_016.m4a,496,GRAMOCEFF-1000MG,20 packs,1000mg,tablet,Micro Labs Limited
R_017.m4a,497,GRAMOCEF-L,10 strips,-,tablet,Micro Labs Limited
R_018.m4a,498,GRAMOCEF-L,20 bottles,-,tablet,Micro Labs Limited
R_019.m4a,499,GRAMOCEF-O- 50DT,20 packs,-,tablet,Micro Labs Limited
R_020.m4a,500,GRAMOCEF-O-100 DRY/SYP,10 packs,-,syrup,Micro Labs Limited
R_001.m4a,501,GRAMOCEF-O-100MG TAB,100 strips,100mg,tablet,Micro Labs Limited
R_002.m4a,502,GRAMOCEF-O-200MG TAB,100 strips,200mg,tablet,Micro Labs Limited
R_003.m4a,503,GRAMOCEF-O-400 TAB,10 boxes,-,tablet,Micro Labs Limited
R_004.m4a,504,GRAMOCEF-OF TAB,10 packs,-,tablet,Micro Labs Limited
R_005.m4a,505,GRAMOCEF-O-PLUS,100 strips,-,tablet,Micro Labs Limited
R_006.m4a,506,GRAMOCEF-S-1.5GM,50 strips,5gm,tablet,Micro Labs Limited
R_007.m4a,507,GYNACEA,20 packs,-,tablet,Micro Labs Limited
R_008.m4a,508,HALODER LOTION,50 packs,-,syrup,Micro Labs Limited
R_009.m4a,509,HALODERM CREAM,10 vials,-,tablet,Micro Labs Limited
R_010.m4a,510,HALODERM-A CREAM 30GM,10 bottles,30gm,tablet,Micro Labs Limited
R_011.m4a,511,HALODERM-S OINTMENT,50 packs,-,tablet,Micro Labs Limited
R_012.m4a,512,HARVEST CAP,20 vials,-,tablet,Micro Labs Limited
R_013.m4a,513,HELIRAB-20,50 strips,-,tablet,Micro Labs Limited
R_014.m4a,514,HELIRAB-D,10 vials,-,tablet,Micro Labs Limited
R_015.m4a,515,HELIRAB-I.V.,10 bottles,-,injection,Micro Labs Limited
R_016.m4a,516,HELIRAB-IT,50 packs,-,tablet,Micro Labs Limited
R_017.m4a,517,HELODERM,20 strips,-,tablet,Micro Labs Limited
R_018.m4a,518,HERPERAX E/OINT,20 packs,-,tablet,Micro Labs Limited
R_019.m4a,519,HERPERAX EYE/OINT,10 vials,-,tablet,Micro Labs Limited
R_020.m4a,520,HERPERAX OINT,50 packs,-,tablet,Micro Labs Limited
R_001.m4a,521,HERPERAX-200 MG,20 bottles,200mg,tablet,Micro Labs Limited
R_002.m4a,522,HERPERAX-400MG,50 packs,400mg,tablet,Micro Labs Limited
R_003.m4a,523,HERPEREX-800MG,50 strips,800mg,tablet,Micro Labs Limited
R_004.m4a,524,HICET,20 vials,-,tablet,Micro Labs Limited
R_005.m4a,525,HICET SYP,20 bottles,-,syrup,Micro Labs Limited
R_006.m4a,526,HICET-AX SYP,5 bottles,-,syrup,Micro Labs Limited
R_007.m4a,527,HICET-DC,20 strips,-,tablet,Micro Labs Limited
R_008.m4a,528,HICET-L,10 vials,-,tablet,Micro Labs Limited
R_009.m4a,529,HICET-L SYP,20 strips,-,syrup,Micro Labs Limited
R_010.m4a,530,HIPRIL-10,10 vials,-,tablet,Micro Labs Limited
R_011.m4a,531,HIPRIL-2.5,20 packs,-,tablet,Micro Labs Limited
R_012.m4a,532,HIPRIL-5,50 strips,-,tablet,Micro Labs Limited
R_013.m4a,533,HIPRIL-A,20 strips,-,tablet,Micro Labs Limited
R_014.m4a,534,HOPACE-1.25,50 packs,-,tablet,Micro Labs Limited
R_015.m4a,535,HOPACE-10,10 bottles,-,tablet,Micro Labs Limited
R_016.m4a,536,HOPACE-2.5,100 strips,-,tablet,Micro Labs Limited
R_017.m4a,537,HOPACE-5,20 strips,-,tablet,Micro Labs Limited
R_018.m4a,538,HOPACE-AM-5,5 bottles,-,tablet,Micro Labs Limited
R_019.m4a,539,HOPACE-H,10 strips,-,tablet,Micro Labs Limited
R_020.m4a,540,HOPACE-H-10MG,20 packs,10mg,tablet,Micro Labs Limited
R_001.m4a,541,HOPACE-H-2.5MG,20 bottles,5mg,tablet,Micro Labs Limited
R_002.m4a,542,HOPACE-H-5MG,100 strips,5mg,tablet,Micro Labs Limited
R_003.m4a,543,HOPACE-MT-25,10 packs,-,tablet,Micro Labs Limited
R_004.m4a,544,HOPACE-MT-50MG,5 boxes,50mg,tablet,Micro Labs Limited
R_005.m4a,545,HOPSTIN,50 strips,-,tablet,Micro Labs Limited
R_006.m4a,546,HORAC TAB,5 boxes,-,tablet,Micro Labs Limited
R_007.m4a,547,HYDRIDE-12.5MG,10 boxes,5mg,tablet,Micro Labs Limited
R_008.m4a,548,HYDRIDE-25MG,100 strips,25mg,tablet,Micro Labs Limited
R_009.m4a,549,HYPOTAB TABLETS,100 strips,-,tablet,Micro Labs Limited
R_010.m4a,550,ICUFOS INJ,5 boxes,-,tablet,Micro Labs Limited
R_011.m4a,551,I-PHYTORAL-100MG,50 packs,100mg,tablet,Micro Labs Limited
R_012.m4a,552,I-PHYTORAL-200MG,100 strips,200mg,tablet,Micro Labs Limited
R_013.m4a,553,I-PHYTORAL-SB 130 TAB,10 bottles,-,tablet,Micro Labs Limited
R_014.m4a,554,IREX SYP,20 vials,-,syrup,Micro Labs Limited
R_015.m4a,555,IREX TAB,50 strips,-,tablet,Micro Labs Limited
R_016.m4a,556,IREX-TR,5 bottles,-,tablet,Micro Labs Limited
R_017.m4a,557,ISOTANE-10,20 vials,-,tablet,Micro Labs Limited
R_018.m4a,558,ISOTANE-20,10 boxes,-,tablet,Micro Labs Limited
R_019.m4a,559,KETOX E/DROPS,10 packs,-,syrup,Micro Labs Limited
R_020.m4a,560,KOJIVIT CREAM,5 bottles,-,tablet,Micro Labs Limited
R_001.m4a,561,KOJIVIT PLUS,5 boxes,-,tablet,Micro Labs Limited
R_002.m4a,562,KOJIVIT ULTRA,50 packs,-,tablet,Micro Labs Limited
R_003.m4a,563,LACRISOL E/DROPS,20 packs,-,syrup,Micro Labs Limited
R_004.m4a,564,LANCID-30,10 boxes,-,tablet,Micro Labs Limited
R_005.m4a,565,LANTHONATE-500MG,50 strips,500mg,tablet,Micro Labs Limited
R_006.m4a,566,LAPROST E/DROP,20 bottles,-,syrup,Micro Labs Limited
R_007.m4a,567,LAPROST PLUS,20 packs,-,syrup,Micro Labs Limited
R_008.m4a,568,LEVACETAM INJ,20 bottles,-,syrup,Micro Labs Limited
R_009.m4a,569,LEVACETAM-1000,10 vials,-,tablet,Micro Labs Limited
R_010.m4a,570,LEVACETAM-250MG,50 packs,250mg,tablet,Micro Labs Limited
R_011.m4a,571,LEVACETAM-500MG,5 bottles,500mg,tablet,Micro Labs Limited
R_012.m4a,572,LEVACETAM-750MG,10 vials,750mg,tablet,Micro Labs Limited
R_013.m4a,573,LEVALON- 300MG,50 strips,300mg,tablet,Micro Labs Limited
R_014.m4a,574,LEVALON-300MG,20 strips,300mg,tablet,Micro Labs Limited
R_015.m4a,575,LEVOBACT 0.5% E/DROP,10 packs,-,syrup,Micro Labs Limited
R_016.m4a,576,LEVOBACT-250MG,20 packs,250mg,tablet,Micro Labs Limited
R_017.m4a,577,LEVOBACT-500,5 bottles,-,tablet,Micro Labs Limited
R_018.m4a,578,LEVOBACT-750MG,5 bottles,750mg,tablet,Micro Labs Limited
R_019.m4a,579,LEVOBACT-I.V,5 bottles,-,syrup,Micro Labs Limited
R_020.m4a,580,LEVOCETAM-250,20 bottles,-,tablet,Micro Labs Limited
R_001.m4a,581,LEVOCETAM-500MG,20 packs,500mg,tablet,Micro Labs Limited
R_002.m4a,582,LEVOCETAM-750MG,20 bottles,750mg,tablet,Micro Labs Limited
R_003.m4a,583,LG HYAL 2000 INJ,20 packs,-,injection,Micro Labs Limited
R_004.m4a,584,LICOTAR-100MG,50 packs,100mg,tablet,Micro Labs Limited
R_005.m4a,585,LICOTAR-50MG,100 strips,50mg,tablet,Micro Labs Limited
R_006.m4a,586,LIMBIVAL,5 boxes,-,tablet,Micro Labs Limited
R_007.m4a,587,LIMBIVAL FORTE,10 vials,-,tablet,Micro Labs Limited
R_008.m4a,588,LINAPRIDE-5 TAB,50 packs,-,tablet,Micro Labs Limited
R_009.m4a,589,LINAPRIDE-D TAB,100 strips,-,tablet,Micro Labs Limited
R_010.m4a,590,LINAPRIDE-DM 1000 TAB,20 vials,-,tablet,Micro Labs Limited
R_011.m4a,591,LINAPRIDE-DM 500 TAB,5 bottles,-,tablet,Micro Labs Limited
R_012.m4a,592,LINAPRIDE-E-5/10,20 bottles,-,tablet,Micro Labs Limited
R_013.m4a,593,LINAPRIDE-E-5/25,20 strips,-,tablet,Micro Labs Limited
R_014.m4a,594,LINAPRIDE-M 1000 TAB,20 vials,-,tablet,Micro Labs Limited
R_015.m4a,595,LINAPRIDE-M 500 TAB,20 packs,-,tablet,Micro Labs Limited
R_016.m4a,596,LINOSEPT I.V.,5 boxes,-,tablet,Micro Labs Limited
R_017.m4a,597,LINOSEPT-600MG TAB,20 vials,600mg,tablet,Micro Labs Limited
R_018.m4a,598,LOPRES 0.5%,20 strips,-,syrup,Micro Labs Limited
R_019.m4a,599,LORINOL E/DROPS,5 bottles,-,tablet,Micro Labs Limited
R_020.m4a,600,LORINOL-10MG,50 strips,10mg,tablet,Micro Labs Limited
R_001.m4a,601,LORNICA-4MG,20 bottles,4mg,tablet,Micro Labs Limited
R_002.m4a,602,LORNICA-8MG,50 packs,8mg,tablet,Micro Labs Limited
R_003.m4a,603,LOXONE-T,20 strips,-,tablet,Micro Labs Limited
R_004.m4a,604,L-TRIX CREAM,20 bottles,-,tablet,Micro Labs Limited
R_005.m4a,605,L-TRIX LOTION,10 bottles,-,tablet,Micro Labs Limited
R_006.m4a,606,LUBREX E/DROP,10 vials,-,syrup,Micro Labs Limited
R_007.m4a,607,LUBREX-DS E/DROPS,10 packs,-,syrup,Micro Labs Limited
R_008.m4a,608,LUBREX-PM E/OINT,5 bottles,-,tablet,Micro Labs Limited
R_009.m4a,609,LUBREX-UNO E/DROPS,10 boxes,-,tablet,Micro Labs Limited
R_010.m4a,610,LUTIVIT,20 bottles,-,tablet,Micro Labs Limited
R_011.m4a,611,LUTIVIT-NF,10 packs,-,tablet,Micro Labs Limited
R_012.m4a,612,MAXPRIDE-100MG,20 bottles,100mg,tablet,Micro Labs Limited
R_013.m4a,613,MAXPRIDE-200MG,10 boxes,200mg,tablet,Micro Labs Limited
R_014.m4a,614,MECONERV,10 strips,-,tablet,Micro Labs Limited
R_015.m4a,615,MECONERV FORTE,100 strips,-,tablet,Micro Labs Limited
R_016.m4a,616,MECONERV FORTE INJ,50 packs,-,syrup,Micro Labs Limited
R_017.m4a,617,MECONERV INJ,10 boxes,-,syrup,Micro Labs Limited
R_018.m4a,618,MECONERV PLUS,10 vials,-,tablet,Micro Labs Limited
R_019.m4a,619,MECONERV SYP,10 packs,-,syrup,Micro Labs Limited
R_020.m4a,620,MECONERV-1500MG,10 strips,1500mg,tablet,Micro Labs Limited
R_001.m4a,621,MECONERV-NP TAB,20 vials,-,tablet,Micro Labs Limited
R_002.m4a,622,MECONERV-PFS INJ,50 packs,-,tablet,Micro Labs Limited
R_003.m4a,623,MECONERV-PLUS OD CAP,10 bottles,-,tablet,Micro Labs Limited
R_004.m4a,624,MECONERV-P-SR,10 boxes,-,tablet,Micro Labs Limited
R_005.m4a,625,MECONERV-Z SYP,10 strips,-,syrup,Micro Labs Limited
R_006.m4a,626,MECONERV-Z TAB,10 strips,-,syrup,Micro Labs Limited
R_007.m4a,627,MELCOVIT,10 boxes,-,tablet,Micro Labs Limited
R_008.m4a,628,MELMET-1000SR,5 bottles,-,tablet,Micro Labs Limited
R_009.m4a,629,MELMET-500MG,10 packs,500mg,tablet,Micro Labs Limited
R_010.m4a,630,MELMET-500SR,20 vials,-,tablet,Micro Labs Limited
R_011.m4a,631,MELMET-850MG,10 boxes,850mg,tablet,Micro Labs Limited
R_012.m4a,632,MEROJECT-1GM,20 strips,1gm,tablet,Micro Labs Limited
R_013.m4a,633,METADOXIL,20 strips,-,tablet,Micro Labs Limited
R_014.m4a,634,METADURE-2.5,50 packs,-,tablet,Micro Labs Limited
R_015.m4a,635,METADURE-5,10 strips,-,tablet,Micro Labs Limited
